,Title,Event
1853,"Maria Popova: An excerpt from ""Figuring""",TED Salon: Border Stories
1854,"Morley: ""Follow the Sound""",TED Salon: Border Stories
1855,Paul A. Kramer: Our immigration conversation is broken -- here's how to have a better one,TED Salon Border Stories
1856,Laura Rovner: What happens to people in solitary confinement,TEDxMileHigh
1857,Lucas Husted: Game theory challenge: Can you predict human behavior?,TED-Ed
1858,Tashka and Laura Yawanawá: The Amazon belongs to humanity -- let's protect it together,We the Future
1859,David Carroll: How I sued Cambridge Analytica over my personal data,TEDxMidAtlantic
1860,Bhakti Sharma: What open water swimming taught me about resilience,TED Talks India: Nayi Baat
1861,Bill Keegan: The Taino myth of the cursed creator,TED-Ed
1862,Bob Langert: The business case for working with your toughest critics,TEDSummit 2019
1863,Sara-Jane Dunn: The next software revolution: programming biological cells,TEDSummit 2019
1864,Lori Gottlieb: How changing your story can change your life,TED@DuPont
1865,Chip Berlet: Are the Illuminati real?,TED-Ed
1866,Daniel Streicker: What vaccinating vampire bats can teach us about pandemics,TEDMED 2018
1867,Jess Kutch: What productive conflict can offer a workplace,TED2019
1868,The TED Interview: Michael Tubbs on politics as a force for good,The TED Interview
1869,Jacob Soboroff: Why do Americans vote on Tuesdays?,TED-Ed
1870,Toby Kiers: Lessons from fungi on markets and economics,TED@BCG Mumbai
1871,"Hans Block and Moritz Riesewieck: The price of a ""clean"" internet",TEDxCERN
1872,Leila Pirhaji: The medical potential of AI and metabolites,TED2019
1873,Matthew Borths: Claws vs. nails,TED-Ed
1874,Michael S.A. Graziano: How close are we to uploading our minds?,TED-Ed
1875,Chris Fisher: Why we should archive everything on the planet,TEDxMileHigh
1876,Alisa Kazarina: Humanity at the intersection of science and archaeology,TEDxRiga
1877,Alyssa Loorya: What I learned from digging under New York City's streets,TEDxNewYork
1878,Ella Al-Shamahi: Why archaeology needs to transcend borders,TEDxNashville
1879,"Rose M. Mutiso: How to bring affordable, sustainable electricity to Africa",TEDSummit 2019
1880,Andrew Nemr: The sounds and sights of tap dance,TED2019
1881,Hiromi Ozaki: How I bring myth and magic to life,TED2019
1882,Alexis Gambis: Why we need more (real) science in fiction,TED2019
1883,Beau Lotto and Cirque du Soleil: How we experience awe -- and why it matters,TED2019
1884,Abigail Spanberger: How to connect with people who are different than you,TEDxMidAtlantic
1885,Claire Wardle: How you can help transform the internet into a place of trust,TED2019
1886,"Adrienne Mayor: The Greek myth of Talos, the first robot",TED-Ed
1887,Ashwin Naidu: The link between fishing cats and mangrove forest conservation,TED2019
1888,Jon M. Chu: The pride and power of representation in film,TED2019
1889,Abhishek Gopalka: How motivation can fix public systems,TED@BCG Mumbai
1890,Fabio Pacucci: Hawking's black hole paradox explained,TED-Ed
1891,Janelle Shane: The danger of AI is weirder than you think,TED2019
1892,Becca McCharen-Tran: Fashion that celebrates all body types -- boldly and unapologetically,TED Salon The Macallan
1893,Elijah Cummings: Wake Up America — we are better than this!,TEDxMidAtlantic
1894,TED-Ed: The Maya myth of the morning star,TED-Ed
1895,James Logan: How we're using dogs to sniff out malaria,TEDxLondon
1896,Joy Wolfram: How nanoparticles could change the way we treat cancer,TEDxJacksonville
1897,Bjarke Ingels: An architect's guide to living on Mars,TED2019
1898,Ayana Elizabeth Johnson: A coral reef love story,TED2019
1899,Taneka Jones: How to 3D print human tissue,TED-Ed
1900,Alasdair Harris: How a handful of fishing villages sparked a marine conservation revolution,We the Future
1901,Tina Arrowood: A circular economy for salt that keeps rivers clean,TED@DuPont
1902,Esther Meduna: Why our future relies on the genetic diversity of food,TEDxBasel
1903,Richard Coffin: What causes an economic recession?,TED-Ed
1904,Sarah Kessans: The scientific now of space food,TEDxChristchurch
1905,Luis H. Zayas: The psychological impact of child separation at the US-Mexico border,TED Salon Border Stories
1906,Marcus Bullock: An app that helps incarcerated people stay connected to their families,TED Salon The Macallan
1907,Julie Cordua: How we can eliminate child sexual abuse material from the internet,TED2019
1908,"Alex Rosenthal: The Resistance | Think Like A Coder, Ep 2",TED-Ed
1909,"David Deutsch: After billions of years of monotony, the universe is waking up",TED2019
1910,"First Aid Kit: ""King of the World"" / ""Nothing Has to Be True"" / ""My Silver Lining""",TED2019
1911,"The Bloom Twins: ""Wrong"" / ""Small Town Weirdos""",TED Salon Brightline Initiative
1912,Adena Friedman: What's the future of capitalism?,TED2019
1913,Judith Jamison and members of the Alvin Ailey American Dance Theater: Revelations from a lifetime of dance,TED2019
1914,"Sheila Marie Orfano: Why should you read Dante's ""Divine Comedy""?",TED-Ed
1915,Shannon Lee: What Bruce Lee can teach us about living fully,TED Salon Brightline Initiative
1916,Laura Boykin: How we're using DNA tech to help farmers fight crop diseases,TEDSummit 2019
1917,Juan Enriquez: A personal plea for humanity at the US-Mexico border,TED Salon Border Stories
1918,Zohreh Davoudi: Are we living in a simulation?,TED-Ed
1919,Andrew Forrest: A radical plan to end plastic waste,We the Future
1920,Gangadhar Patil: How we're helping local reporters turn important stories into national news,TED2019
1921,Herman Narula: The transformative power of video games,TED2019
1922,Marlene Daut: The first and last king of Haiti,TED-Ed
1923,Tara Djokic: This ancient rock is changing our theory on the origin of life,TEDxSydney
1924,Lucy Hone: The three secrets of resilient people,TEDxChristchurch
1925,"Paul Rucker: ""Criminalization of Survival""",TEDSummit 2019
1926,Efosa Ojomo: Reducing corruption takes a specific kind of investment,TED Salon Brightline Initiative
1927,David Peterson: Why language is humanity's greatest invention,TEDxBerkeley
1928,"Aracelis Girmay: ""For Estefani, Third Grade, Who Made Me A Card""",TED-Ed
1929,Camilla Arndal Andersen: What happens in your brain when you taste food,TED@DuPont
1930,Mitchell Katz: What the US health care system assumes about you,TEDMED 2018
1931,Densho: Ugly History: Japanese American incarceration camps,TED-Ed
1932,Moreangels Mbizah: How community-led conservation can save wildlife,TED2019
1933,Mohammad Modarres: Why you should shop at your local farmers market,TED Residency
1934,"Alex Rosenthal: The Prison Break | Think Like A Coder, Ep 1",TED-Ed
1935,Sarah Sze: How we experience time and memory through art,TED2019
1936,Antonio Garcia Vicente: Porque le enseño a niños como yo a programar,TEDxYouth@Valladolid
1937,Muthoni Drummer Queen: Creativity builds nations,TED2019
1938,Sam Van Aken: How one tree grows 40 different kinds of fruit,TED Salon The Macallan
1939,Amber Stuver: Einstein's twin paradox explained,TED-Ed
1940,Will Hurd: A wall won't solve America's border problems,TED Salon Border Stories
1941,Yaniv Erlich: How we're building the world's largest family tree,TEDMED 2018
1942,"Laura Wright: Why should you read ""The God of Small Things"" by Arundhati Roy?",TED-Ed
1943,Emily Nagoski: How couples can sustain a strong sexual connection for a lifetime,TEDxFergusonLibrary
1944,Hanna-Ilona Härmävaara: The myth of the Sampo— an infinite source of fortune and greed,TED-Ed
1945,Tim Flannery: Can seaweed help curb global warming?,TEDSummit 2019
1946,Safeena Husain: A bold plan to empower 1.6 million out-of-school girls in India,TED2019
1947,Sonaar Luthra: We need to track the world's water like we track the weather,TEDSummit 2019
1948,"Richard Bona: ""Tumba La Nyama"" / ""Mulema""",TED2019
1949,"Cindy Gallop: Make love, not porn",TED2009
1950,Christer Mjåset: 4 questions you should always ask your doctor,TEDxOslo
1951,Johann Hari: This could be why you're depressed or anxious,TEDSummit 2019
1952,Federica Bianco: How we use astrophysics to study earthbound problems,TED2019
1953,Philip Freeman: A day in the life of a Celtic Druid,TED-Ed
1954,Patrick Chappatte: A free world needs satire,TEDSummit 2019
1955,Kristie Ebi: How climate change could make our food less nutritious,TED2019
1956,Alex Gendler: Can you solve the secret sauce riddle?,TED-Ed
1957,Emmett Shear: What streaming means for the future of entertainment,TED2019
1958,Nick Hanauer: The dirty secret of capitalism -- and a new way forward,TEDSummit 2019
1959,Raj Jayadev: Community-powered criminal justice reform,TEDxBinghamtonUniversity
1960,Alex Gendler: A brief history of chess,TED-Ed
1961,David Wenham: Why I became an actor,TEDxSydney
1962,Jacqueline Woodson: What reading slowly taught me about writing,TED2019
1963,Danielle Citron: How deepfakes undermine truth and threaten democracy,TEDSummit 2019
1964,Sandeep Jauhar: How your emotions change the shape of your heart,TEDSummit 2019
1965,"Iseult Gillespie: Why should you read ""Midnight's Children""?",TED-Ed
1966,"Carl June: A ""living drug"" that could change the way we treat cancer",TEDMED 2018
1967,"Clint Smith: ""Ode to the Only Black Kid in the Class""",TED-Ed
1968,Dr. Phillip Atiba Solomon: How we can make racism a solvable problem -- and improve policing,TED2019
1969,Lorin Swint Matthews: The dust bunnies that built our planet,TED-Ed
1970,Luisa Neubauer: Why you should be a climate activist,TEDxYouth@München
1971,Howard Taylor: A global initiative to end violence against children,TEDSummit 2019
1972,Andrew Marantz: Inside the bizarre world of internet trolls and propagandists,TED2019
1973,"Anthony Veneziale: ""Stumbling towards intimacy"": An improvised TED Talk",TED2019
1974,Emily F. Rothman: How porn changes the way teens think about sex,TEDMED 2018
1975,Iseult Gillespie: The secret student resistance to Hitler,TED-Ed
1976,Jochen Wegner: What happened when we paired up thousands of strangers to talk politics,TEDSummit 2019
1977,Haaziq Kazi: A 13-year-old's plan for removing plastic from the oceans,TEDxGateway
1978,Asmeret Asefaw Berhe: A climate change solution that's right under our feet,TED2019
1979,Yeonmi Park: What I learned about freedom after escaping North Korea,TED2019
1980,Lee Thomas: How I help people understand vitiligo,TED Salon The Macallan
1981,Anne F. Broadbridge: The rise and fall of the Mongol Empire,TED-Ed
1982,Dessa: Can we choose to fall out of love?,TEDxWanChai
1983,Kelly Wanser: Emergency medicine for our climate fever,TEDSummit 2019
1984,Iseult Gillespie: The myth of Jason and the Argonauts,TED-Ed
1985,Britt Wray: How climate change affects your mental health,TED Residency
1986,Luka Seamus Wright: The mysterious origins of life on Earth,TED-Ed
1987,Kishore Mahbubani: How the West can adapt to a rising Asia,TED2019
1988,Alex Gendler: A day in the life of a Cossack warrior,TED-Ed
1989,Pico Iyer: What ping-pong taught me about life,TEDSummit 2019
1990,Bina Venkataraman: The power to think ahead in a reckless age,TED2019
1991,Judy Brewer: Why we need a more accessible digital landscape,TEDxMIT
1992,Eddie Jaku: A Holocaust survivor's blueprint for happiness,TEDxSydney
1993,"Jon Lowenstein: Family, hope and resilience on the migrant trail",TEDSummit 2019
1994,"Iseult Gillespie: Why should you read ""Kafka on the Shore""?",TED-Ed
1995,Joseph Gordon-Levitt: How craving attention makes you less creative,TED2019
1996,Anita Collins: The benefits of music education,TEDxCanberra
1997,Sergio Feferovich: La música de las ideas,TEDxRiodelaPlata
1998,James Keblas: How one city became a music capital,TEDxUofW
1999,Indre Viskontas: How music makes me a better neuroscientist,TEDxSanFrancisco
2000,Sara Valencia Botto: When do kids start to care about other people's opinions?,TEDxAtlanta
2001,Daniel Finkel: Can you solve the multiverse rescue mission riddle?,TED-Ed
2002,Chiara Decaroli: The high-stakes race to make quantum computers work,TED-Ed
2003,Ben Longdon: How do viruses jump from animals to humans?,TED-Ed
2004,Shrabani Basu: From pacifist to spy: WWII's surprising secret agent,TED-Ed
2005,Judy Cebra-Thomas: How turtle shells evolved... twice,TED-Ed
2006,Soraya Field Fiorio: The murder of ancient Alexandria's greatest scholar,TED-Ed
2007,"Marc Bamuthi Joseph: ""You Have the Rite""",TED2019
2008,Margaret Heffernan: The human skills we need in an unpredictable world,TEDSummit 2019
2009,Victor Vescovo: What's at the bottom of the ocean -- and how we're getting there,TED2019
2010,Nanfu Wang: What it was like to grow up under China's one-child policy,TED2019
2011,Nicola Sturgeon: What Brexit means for Scotland,TEDSummit 2019
2012,Melissa Marquez: What sharks taught me about being a scientist,TEDxWellington
2013,Ethan Mann: How sharks could inspire a new generation of medical devices,TEDxMileHigh
2014,Paul Cater Deaton: Are our cultural narratives killing sharks?,TEDxSaintThomas
2015,Ocean Ramsey: Why the world needs sharks,TEDxKlagenfurt
2016,Ivonne Roman: How policewomen make communities safer,TED2019
2017,Nicola Sturgeon: Why governments should prioritize well-being,TEDSummit 2019
2018,George Monbiot: The new political story that could change everything,TEDSummit 2019
2019,Bill Schutt: A brief history of cannibalism,TED-Ed
2020,"Tshering Tobgay: An urgent call to protect the world's ""Third Pole""",TEDSummit 2019
2021,Albert-László Barabási: The real relationship between your age and your chance of success,TEDxMidAtlantic
2022,Ilan Stavans: Romance and revolution: The poetry of Pablo Neruda,TED-Ed
2023,Hajer Sharief: How to use family dinner to teach politics,TEDSummit 2019
2024,Jordyn Wieber: How to get back up after you fall — from an Olympic gymnast,TEDxUCLA
2025,Rahul Mehrotra: The architectural wonder of impermanent cities,TED2019
2026,Brian Janosch: What I learned from writing jokes for The Onion,TEDxBloomington
2027,Taika Waititi: Why humor is key to creativity,TEDxDoha
2028,Douglas Thomas: How a typeface helped launch Apollo,TEDxSanFrancisco
